filename,material,img_id,source,x,y,std,mean,bottom_mean,is_trash,cluster
1-45degree_14_x512_y256.png,1-45degree,14,1-45degree_14,512,256,26.63,117.61,105.56,False,
1-45degree_14_x768_y0.png,1-45degree,14,1-45degree_14,768,0,34.42,116.66,116.54,False,
1-45degree_14_x768_y256.png,1-45degree,14,1-45degree_14,768,256,34.99,109.23,84.8,False,
1-45degree_15_x0_y0.png,1-45degree,15,1-45degree_15,0,0,26.79,103.74,108.5,False,
1-45degree_15_x0_y1024.png,1-45degree,15,1-45degree_15,0,1024,27.58,103.99,97.66,False,
1-45degree_15_x0_y1280.png,1-45degree,15,1-45degree_15,0,1280,32.25,110.9,114.67,False,
1-45degree_15_x0_y1536.png,1-45degree,15,1-45degree_15,0,1536,43.24,97.21,97.68,False,
1-45degree_15_x0_y1792.png,1-45degree,15,1-45degree_15,0,1792,48.88,116.03,127.4,False,
1-45degree_15_x0_y256.png,1-45degree,15,1-45degree_15,0,256,29.31,100.27,98.85,False,
1-45degree_15_x0_y512.png,1-45degree,15,1-45degree_15,0,512,28.2,87.26,108.8,False,
1-45degree_15_x0_y768.png,1-45degree,15,1-45degree_15,0,768,31.88,115.96,97.01,False,
1-45degree_15_x1024_y0.png,1-45degree,15,1-45degree_15,1024,0,24.39,134.8,131.68,False,
1-45degree_15_x1024_y1024.png,1-45degree,15,1-45degree_15,1024,1024,39.03,109.47,110.5,False,
1-45degree_15_x1024_y1280.png,1-45degree,15,1-45degree_15,1024,1280,40.1,106.72,105.79,False,
1-45degree_15_x1024_y1536.png,1-45degree,15,1-45degree_15,1024,1536,43.37,133.01,171.86,False,
1-45degree_15_x1024_y1792.png,1-45degree,15,1-45degree_15,1024,1792,45.33,109.63,38.38,False,
1-45degree_15_x1024_y256.png,1-45degree,15,1-45degree_15,1024,256,36.11,112.64,130.09,False,
1-45degree_15_x1024_y512.png,1-45degree,15,1-45degree_15,1024,512,36.76,112.67,109.1,False,
1-45degree_15_x1024_y768.png,1-45degree,15,1-45degree_15,1024,768,32.32,108.08,117.2,False,
1-45degree_15_x1280_y0.png,1-45degree,15,1-45degree_15,1280,0,20.87,136.3,136.77,False,
1-45degree_15_x1280_y1024.png,1-45degree,15,1-45degree_15,1280,1024,38.05,112.73,103.86,False,
1-45degree_15_x1280_y1280.png,1-45degree,15,1-45degree_15,1280,1280,46.18,97.91,104.92,False,
1-45degree_15_x1280_y1536.png,1-45degree,15,1-45degree_15,1280,1536,36.92,127.11,163.53,False,
1-45degree_15_x1280_y1792.png,1-45degree,15,1-45degree_15,1280,1792,33.78,127.43,69.48,False,
1-45degree_15_x1280_y256.png,1-45degree,15,1-45degree_15,1280,256,33.65,117.68,110.63,False,
1-45degree_15_x1280_y512.png,1-45degree,15,1-45degree_15,1280,512,37.25,112.81,114.03,False,
1-45degree_15_x1280_y768.png,1-45degree,15,1-45degree_15,1280,768,40.18,108.7,107.47,False,
1-45degree_15_x1536_y0.png,1-45degree,15,1-45degree_15,1536,0,38.16,127.6,145.55,False,
1-45degree_15_x1536_y1024.png,1-45degree,15,1-45degree_15,1536,1024,37.6,106.55,87.73,False,
1-45degree_15_x1536_y1280.png,1-45degree,15,1-45degree_15,1536,1280,40.41,97.96,103.13,False,
1-45degree_15_x1536_y1536.png,1-45degree,15,1-45degree_15,1536,1536,43.54,125.03,168.18,False,
1-45degree_15_x1536_y1792.png,1-45degree,15,1-45degree_15,1536,1792,36.37,117.36,61.98,False,
1-45degree_15_x1536_y256.png,1-45degree,15,1-45degree_15,1536,256,35.5,124.22,113.7,False,
1-45degree_15_x1536_y512.png,1-45degree,15,1-45degree_15,1536,512,33.64,114.24,127.78,False,
1-45degree_15_x1536_y768.png,1-45degree,15,1-45degree_15,1536,768,37.93,109.04,119.49,False,
1-45degree_15_x1792_y0.png,1-45degree,15,1-45degree_15,1792,0,38.83,129.43,169.91,False,
1-45degree_15_x1792_y1024.png,1-45degree,15,1-45degree_15,1792,1024,37.16,129.97,111.12,False,
1-45degree_15_x1792_y1280.png,1-45degree,15,1-45degree_15,1792,1280,36.02,94.55,86.96,False,
1-45degree_15_x1792_y1536.png,1-45degree,15,1-45degree_15,1792,1536,45.59,115.43,168.64,False,
1-45degree_15_x1792_y1792.png,1-45degree,15,1-45degree_15,1792,1792,37.13,116.5,59.65,False,
1-45degree_15_x1792_y256.png,1-45degree,15,1-45degree_15,1792,256,29.41,123.19,134.14,False,
1-45degree_15_x1792_y512.png,1-45degree,15,1-45degree_15,1792,512,33.41,109.97,91.15,False,
1-45degree_15_x1792_y768.png,1-45degree,15,1-45degree_15,1792,768,53.69,123.77,114.65,False,
1-45degree_15_x2048_y0.png,1-45degree,15,1-45degree_15,2048,0,37.98,134.76,146.62,False,
1-45degree_15_x2048_y1024.png,1-45degree,15,1-45degree_15,2048,1024,37.22,118.77,92.4,False,
1-45degree_15_x2048_y1280.png,1-45degree,15,1-45degree_15,2048,1280,33.38,97.51,107.49,False,
1-45degree_15_x2048_y1536.png,1-45degree,15,1-45degree_15,2048,1536,35.93,95.26,84.96,False,
1-45degree_15_x2048_y1792.png,1-45degree,15,1-45degree_15,2048,1792,34.12,112.01,107.11,False,
1-45degree_15_x2048_y256.png,1-45degree,15,1-45degree_15,2048,256,34.03,112.56,117.11,False,
1-45degree_15_x2048_y512.png,1-45degree,15,1-45degree_15,2048,512,42.68,104.5,119.85,False,
1-45degree_15_x2048_y768.png,1-45degree,15,1-45degree_15,2048,768,42.8,132.14,138.14,False,
1-45degree_15_x2304_y0.png,1-45degree,15,1-45degree_15,2304,0,28.31,140.46,137.86,False,
1-45degree_15_x2304_y1024.png,1-45degree,15,1-45degree_15,2304,1024,37.24,100.24,105.18,False,
1-45degree_15_x2304_y1280.png,1-45degree,15,1-45degree_15,2304,1280,39.19,91.41,84.69,False,
1-45degree_15_x2304_y1536.png,1-45degree,15,1-45degree_15,2304,1536,45.72,114.33,119.58,False,
1-45degree_15_x2304_y1792.png,1-45degree,15,1-45degree_15,2304,1792,34.34,112.9,88.24,False,
1-45degree_15_x2304_y256.png,1-45degree,15,1-45degree_15,2304,256,30.43,117.29,95.51,False,
1-45degree_15_x2304_y512.png,1-45degree,15,1-45degree_15,2304,512,38.53,104.54,83.88,False,
1-45degree_15_x2304_y768.png,1-45degree,15,1-45degree_15,2304,768,32.33,117.52,107.79,False,
1-45degree_15_x2560_y0.png,1-45degree,15,1-45degree_15,2560,0,38.31,129.0,130.56,False,
1-45degree_15_x2560_y1024.png,1-45degree,15,1-45degree_15,2560,1024,44.1,102.64,104.36,False,
1-45degree_15_x2560_y1280.png,1-45degree,15,1-45degree_15,2560,1280,24.52,91.97,69.12,False,
1-45degree_15_x2560_y1536.png,1-45degree,15,1-45degree_15,2560,1536,28.48,74.82,83.2,False,
1-45degree_15_x2560_y1792.png,1-45degree,15,1-45degree_15,2560,1792,21.04,68.13,53.72,False,
1-45degree_15_x2560_y256.png,1-45degree,15,1-45degree_15,2560,256,30.86,116.27,103.22,False,
1-45degree_15_x2560_y512.png,1-45degree,15,1-45degree_15,2560,512,39.67,146.53,160.32,False,
1-45degree_15_x2560_y768.png,1-45degree,15,1-45degree_15,2560,768,51.08,112.55,91.13,False,
1-45degree_15_x256_y0.png,1-45degree,15,1-45degree_15,256,0,30.12,109.11,107.16,False,
1-45degree_15_x256_y1024.png,1-45degree,15,1-45degree_15,256,1024,32.07,139.37,129.73,False,
1-45degree_15_x256_y1280.png,1-45degree,15,1-45degree_15,256,1280,32.28,129.05,124.18,False,
1-45degree_15_x256_y1536.png,1-45degree,15,1-45degree_15,256,1536,39.99,132.55,125.0,False,
1-45degree_15_x256_y1792.png,1-45degree,15,1-45degree_15,256,1792,30.86,156.39,161.5,False,
1-45degree_15_x256_y256.png,1-45degree,15,1-45degree_15,256,256,33.86,110.66,121.96,False,
1-45degree_15_x256_y512.png,1-45degree,15,1-45degree_15,256,512,49.59,114.66,137.26,False,
1-45degree_15_x256_y768.png,1-45degree,15,1-45degree_15,256,768,30.44,141.89,137.96,False,
1-45degree_15_x2816_y0.png,1-45degree,15,1-45degree_15,2816,0,31.15,138.17,125.33,False,
1-45degree_15_x2816_y1024.png,1-45degree,15,1-45degree_15,2816,1024,9.28,37.0,36.43,True,
1-45degree_15_x2816_y1280.png,1-45degree,15,1-45degree_15,2816,1280,18.29,46.09,51.37,False,
1-45degree_15_x2816_y1536.png,1-45degree,15,1-45degree_15,2816,1536,8.93,53.91,52.16,True,
1-45degree_15_x2816_y1792.png,1-45degree,15,1-45degree_15,2816,1792,6.0,47.79,43.43,True,
1-45degree_15_x2816_y256.png,1-45degree,15,1-45degree_15,2816,256,28.25,104.82,94.11,False,
1-45degree_15_x2816_y512.png,1-45degree,15,1-45degree_15,2816,512,32.73,87.1,72.41,False,
1-45degree_15_x2816_y768.png,1-45degree,15,1-45degree_15,2816,768,12.62,53.78,43.04,False,
1-45degree_15_x512_y0.png,1-45degree,15,1-45degree_15,512,0,30.07,139.24,140.8,False,
1-45degree_15_x512_y1024.png,1-45degree,15,1-45degree_15,512,1024,28.84,90.68,85.85,False,
1-45degree_15_x512_y1280.png,1-45degree,15,1-45degree_15,512,1280,38.21,101.52,114.5,False,
1-45degree_15_x512_y1536.png,1-45degree,15,1-45degree_15,512,1536,42.88,115.69,101.75,False,
1-45degree_15_x512_y1792.png,1-45degree,15,1-45degree_15,512,1792,25.04,161.35,128.93,False,
1-45degree_15_x512_y256.png,1-45degree,15,1-45degree_15,512,256,27.1,143.91,144.71,False,
1-45degree_15_x512_y512.png,1-45degree,15,1-45degree_15,512,512,31.4,141.61,133.4,False,
1-45degree_15_x512_y768.png,1-45degree,15,1-45degree_15,512,768,26.76,100.77,91.26,False,
1-45degree_15_x768_y0.png,1-45degree,15,1-45degree_15,768,0,25.58,134.79,110.87,False,
1-45degree_15_x768_y1024.png,1-45degree,15,1-45degree_15,768,1024,34.6,109.97,102.29,False,
1-45degree_15_x768_y1280.png,1-45degree,15,1-45degree_15,768,1280,35.67,98.14,125.28,False,
1-45degree_15_x768_y1536.png,1-45degree,15,1-45degree_15,768,1536,44.08,127.21,177.81,False,
1-45degree_15_x768_y1792.png,1-45degree,15,1-45degree_15,768,1792,40.24,136.65,76.14,False,
1-45degree_15_x768_y256.png,1-45degree,15,1-45degree_15,768,256,33.14,105.6,118.69,False,
1-45degree_15_x768_y512.png,1-45degree,15,1-45degree_15,768,512,30.62,109.41,117.33,False,
1-45degree_15_x768_y768.png,1-45degree,15,1-45degree_15,768,768,34.98,101.28,110.75,False,
1-45degree_16_x0_y0.png,1-45degree,16,1-45degree_16,0,0,41.69,129.66,151.27,False,
1-45degree_16_x0_y1024.png,1-45degree,16,1-45degree_16,0,1024,36.67,128.82,121.36,False,
1-45degree_16_x0_y1280.png,1-45degree,16,1-45degree_16,0,1280,43.52,127.31,133.92,False,
1-45degree_16_x0_y1536.png,1-45degree,16,1-45degree_16,0,1536,48.61,148.3,164.7,False,
1-45degree_16_x0_y1792.png,1-45degree,16,1-45degree_16,0,1792,56.06,152.7,181.35,False,
1-45degree_16_x0_y256.png,1-45degree,16,1-45degree_16,0,256,47.99,58.72,53.82,False,
1-45degree_16_x0_y512.png,1-45degree,16,1-45degree_16,0,512,38.8,64.71,103.45,False,
1-45degree_16_x0_y768.png,1-45degree,16,1-45degree_16,0,768,36.31,133.07,148.22,False,
1-45degree_16_x1024_y0.png,1-45degree,16,1-45degree_16,1024,0,34.91,135.26,132.54,False,
1-45degree_16_x1024_y1024.png,1-45degree,16,1-45degree_16,1024,1024,45.55,127.93,124.18,False,
1-45degree_16_x1024_y1280.png,1-45degree,16,1-45degree_16,1024,1280,48.51,134.38,147.03,False,
1-45degree_16_x1024_y1536.png,1-45degree,16,1-45degree_16,1024,1536,55.13,153.72,189.14,False,
1-45degree_16_x1024_y1792.png,1-45degree,16,1-45degree_16,1024,1792,55.73,163.64,178.93,False,
1-45degree_16_x1024_y256.png,1-45degree,16,1-45degree_16,1024,256,43.39,73.68,50.91,False,
1-45degree_16_x1024_y512.png,1-45degree,16,1-45degree_16,1024,512,46.57,72.39,119.86,False,
1-45degree_16_x1024_y768.png,1-45degree,16,1-45degree_16,1024,768,41.64,133.95,141.09,False,
1-45degree_16_x1280_y0.png,1-45degree,16,1-45degree_16,1280,0,34.65,141.94,137.25,False,
1-45degree_16_x1280_y1024.png,1-45degree,16,1-45degree_16,1280,1024,53.54,147.32,202.61,True,
1-45degree_16_x1280_y1280.png,1-45degree,16,1-45degree_16,1280,1280,58.83,75.55,93.61,False,
1-45degree_16_x1280_y1536.png,1-45degree,16,1-45degree_16,1280,1536,57.09,139.69,194.31,False,
1-45degree_16_x1280_y1792.png,1-45degree,16,1-45degree_16,1280,1792,65.54,155.62,111.53,False,
1-45degree_16_x1280_y256.png,1-45degree,16,1-45degree_16,1280,256,36.3,137.23,136.96,False,
1-45degree_16_x1280_y512.png,1-45degree,16,1-45degree_16,1280,512,39.72,137.02,153.75,False,
1-45degree_16_x1280_y768.png,1-45degree,16,1-45degree_16,1280,768,42.31,147.09,144.44,False,
1-45degree_16_x1536_y0.png,1-45degree,16,1-45degree_16,1536,0,45.19,154.88,164.97,False,
1-45degree_16_x1536_y1024.png,1-45degree,16,1-45degree_16,1536,1024,58.37,133.06,139.54,False,
1-45degree_16_x1536_y1280.png,1-45degree,16,1-45degree_16,1536,1280,38.56,51.39,72.09,False,
1-45degree_16_x1536_y1536.png,1-45degree,16,1-45degree_16,1536,1536,48.95,120.61,132.26,False,
1-45degree_16_x1536_y1792.png,1-45degree,16,1-45degree_16,1536,1792,52.97,101.6,58.41,False,
1-45degree_16_x1536_y256.png,1-45degree,16,1-45degree_16,1536,256,49.66,175.98,159.74,False,
1-45degree_16_x1536_y512.png,1-45degree,16,1-45degree_16,1536,512,45.05,64.41,107.74,False,
1-45degree_16_x1536_y768.png,1-45degree,16,1-45degree_16,1536,768,45.28,137.87,140.52,False,
1-45degree_16_x1792_y0.png,1-45degree,16,1-45degree_16,1792,0,42.01,154.23,165.63,False,
1-45degree_16_x1792_y1024.png,1-45degree,16,1-45degree_16,1792,1024,51.7,77.56,48.55,False,
1-45degree_16_x1792_y1280.png,1-45degree,16,1-45degree_16,1792,1280,47.75,71.16,110.1,False,
1-45degree_16_x1792_y1536.png,1-45degree,16,1-45degree_16,1792,1536,50.06,135.45,142.95,False,
1-45degree_16_x1792_y1792.png,1-45degree,16,1-45degree_16,1792,1792,56.02,140.97,141.7,False,
1-45degree_16_x1792_y256.png,1-45degree,16,1-45degree_16,1792,256,58.18,142.85,94.4,False,
1-45degree_16_x1792_y512.png,1-45degree,16,1-45degree_16,1792,512,36.12,53.65,100.55,False,
1-45degree_16_x1792_y768.png,1-45degree,16,1-45degree_16,1792,768,42.38,129.86,127.98,False,
1-45degree_16_x2048_y0.png,1-45degree,16,1-45degree_16,2048,0,34.5,133.19,128.21,False,
1-45degree_16_x2048_y1024.png,1-45degree,16,1-45degree_16,2048,1024,50.39,140.47,140.55,False,
1-45degree_16_x2048_y1280.png,1-45degree,16,1-45degree_16,2048,1280,51.74,134.9,143.37,False,
1-45degree_16_x2048_y1536.png,1-45degree,16,1-45degree_16,2048,1536,56.52,147.36,170.93,False,
1-45degree_16_x2048_y1792.png,1-45degree,16,1-45degree_16,2048,1792,53.35,173.71,179.44,False,
1-45degree_16_x2048_y256.png,1-45degree,16,1-45degree_16,2048,256,48.05,88.41,59.03,False,
1-45degree_16_x2048_y512.png,1-45degree,16,1-45degree_16,2048,512,50.99,86.07,120.36,False,
1-45degree_16_x2048_y768.png,1-45degree,16,1-45degree_16,2048,768,46.41,140.35,147.84,False,
1-45degree_16_x2304_y0.png,1-45degree,16,1-45degree_16,2304,0,37.41,145.03,149.34,False,
1-45degree_16_x2304_y1024.png,1-45degree,16,1-45degree_16,2304,1024,60.12,159.26,108.59,False,
1-45degree_16_x2304_y1280.png,1-45degree,16,1-45degree_16,2304,1280,44.21,53.28,104.72,False,
1-45degree_16_x2304_y1536.png,1-45degree,16,1-45degree_16,2304,1536,54.81,149.82,162.93,False,
1-45degree_16_x2304_y1792.png,1-45degree,16,1-45degree_16,2304,1792,60.83,151.49,143.75,False,
1-45degree_16_x2304_y256.png,1-45degree,16,1-45degree_16,2304,256,43.24,149.2,136.7,False,
1-45degree_16_x2304_y512.png,1-45degree,16,1-45degree_16,2304,512,46.92,138.26,125.56,False,
1-45degree_16_x2304_y768.png,1-45degree,16,1-45degree_16,2304,768,49.52,162.46,166.34,False,
1-45degree_16_x2560_y0.png,1-45degree,16,1-45degree_16,2560,0,45.16,161.96,165.26,False,
1-45degree_16_x2560_y1024.png,1-45degree,16,1-45degree_16,2560,1024,77.67,115.4,123.14,False,
1-45degree_16_x2560_y1280.png,1-45degree,16,1-45degree_16,2560,1280,47.22,63.17,94.96,False,
1-45degree_16_x2560_y1536.png,1-45degree,16,1-45degree_16,2560,1536,51.61,129.86,136.03,False,
1-45degree_16_x2560_y1792.png,1-45degree,16,1-45degree_16,2560,1792,56.48,96.1,58.33,False,
1-45degree_16_x2560_y256.png,1-45degree,16,1-45degree_16,2560,256,51.19,174.97,199.83,False,
1-45degree_16_x2560_y512.png,1-45degree,16,1-45degree_16,2560,512,40.25,59.39,105.87,False,
1-45degree_16_x2560_y768.png,1-45degree,16,1-45degree_16,2560,768,52.24,149.63,164.04,False,
1-45degree_16_x256_y0.png,1-45degree,16,1-45degree_16,256,0,29.08,134.83,133.37,False,
1-45degree_16_x256_y1024.png,1-45degree,16,1-45degree_16,256,1024,50.95,156.11,165.57,False,
1-45degree_16_x256_y1280.png,1-45degree,16,1-45degree_16,256,1280,63.11,98.75,109.27,False,
1-45degree_16_x256_y1536.png,1-45degree,16,1-45degree_16,256,1536,51.56,144.57,171.89,False,
1-45degree_16_x256_y1792.png,1-45degree,16,1-45degree_16,256,1792,59.97,154.88,154.09,False,
1-45degree_16_x256_y256.png,1-45degree,16,1-45degree_16,256,256,33.52,126.53,133.13,False,
1-45degree_16_x256_y512.png,1-45degree,16,1-45degree_16,256,512,35.52,132.81,147.7,False,
1-45degree_16_x256_y768.png,1-45degree,16,1-45degree_16,256,768,45.13,146.39,157.59,False,
1-45degree_16_x2816_y0.png,1-45degree,16,1-45degree_16,2816,0,45.7,155.55,152.03,False,
1-45degree_16_x2816_y1024.png,1-45degree,16,1-45degree_16,2816,1024,58.4,92.28,77.35,False,
1-45degree_16_x2816_y1280.png,1-45degree,16,1-45degree_16,2816,1280,54.48,99.2,140.67,False,
1-45degree_16_x2816_y1536.png,1-45degree,16,1-45degree_16,2816,1536,55.94,142.64,161.16,False,
1-45degree_16_x2816_y1792.png,1-45degree,16,1-45degree_16,2816,1792,58.97,150.97,169.09,False,
1-45degree_16_x2816_y256.png,1-45degree,16,1-45degree_16,2816,256,57.67,130.68,116.32,False,
1-45degree_16_x2816_y512.png,1-45degree,16,1-45degree_16,2816,512,39.05,52.99,108.16,False,
1-45degree_16_x2816_y768.png,1-45degree,16,1-45degree_16,2816,768,47.07,134.37,134.09,False,
1-45degree_16_x512_y0.png,1-45degree,16,1-45degree_16,512,0,36.98,152.84,151.79,False,
1-45degree_16_x512_y1024.png,1-45degree,16,1-45degree_16,512,1024,59.53,161.71,184.53,False,
1-45degree_16_x512_y1280.png,1-45degree,16,1-45degree_16,512,1280,53.98,60.07,52.11,False,
1-45degree_16_x512_y1536.png,1-45degree,16,1-45degree_16,512,1536,47.38,124.86,147.7,False,
1-45degree_16_x512_y1792.png,1-45degree,16,1-45degree_16,512,1792,57.56,82.47,40.42,False,
1-45degree_16_x512_y256.png,1-45degree,16,1-45degree_16,512,256,56.72,156.39,111.75,False,
1-45degree_16_x512_y512.png,1-45degree,16,1-45degree_16,512,512,57.71,81.37,109.54,False,
1-45degree_16_x512_y768.png,1-45degree,16,1-45degree_16,512,768,45.19,150.32,164.98,False,
1-45degree_16_x768_y0.png,1-45degree,16,1-45degree_16,768,0,38.82,150.96,191.48,False,
1-45degree_16_x768_y1024.png,1-45degree,16,1-45degree_16,768,1024,50.81,82.54,45.96,False,
1-45degree_16_x768_y1280.png,1-45degree,16,1-45degree_16,768,1280,45.46,63.51,96.89,False,
1-45degree_16_x768_y1536.png,1-45degree,16,1-45degree_16,768,1536,51.13,131.21,140.61,False,
1-45degree_16_x768_y1792.png,1-45degree,16,1-45degree_16,768,1792,51.41,132.73,127.86,False,
1-45degree_16_x768_y256.png,1-45degree,16,1-45degree_16,768,256,44.16,157.59,176.89,False,
1-45degree_16_x768_y512.png,1-45degree,16,1-45degree_16,768,512,38.27,57.52,89.76,False,
1-45degree_16_x768_y768.png,1-45degree,16,1-45degree_16,768,768,39.08,129.44,137.06,False,
1-45degree_17_x0_y0.png,1-45degree,17,1-45degree_17,0,0,42.8,127.7,151.45,False,
1-45degree_17_x0_y1024.png,1-45degree,17,1-45degree_17,0,1024,37.89,125.61,117.36,False,
1-45degree_17_x0_y1280.png,1-45degree,17,1-45degree_17,0,1280,43.5,124.94,131.01,False,
1-45degree_17_x0_y1536.png,1-45degree,17,1-45degree_17,0,1536,49.45,146.23,165.54,False,
1-45degree_17_x0_y1792.png,1-45degree,17,1-45degree_17,0,1792,56.62,152.3,177.64,False,
1-45degree_17_x0_y256.png,1-45degree,17,1-45degree_17,0,256,52.51,60.01,51.14,False,
1-45degree_17_x0_y512.png,1-45degree,17,1-45degree_17,0,512,38.54,61.93,100.32,False,
1-45degree_17_x0_y768.png,1-45degree,17,1-45degree_17,0,768,36.71,132.17,148.22,False,
1-45degree_17_x1024_y0.png,1-45degree,17,1-45degree_17,1024,0,35.93,133.2,133.91,False,
1-45degree_17_x1024_y1024.png,1-45degree,17,1-45degree_17,1024,1024,46.62,128.99,125.6,False,
1-45degree_17_x1024_y1280.png,1-45degree,17,1-45degree_17,1024,1280,49.36,134.86,145.55,False,
1-45degree_17_x1024_y1536.png,1-45degree,17,1-45degree_17,1024,1536,56.33,152.76,189.32,False,
1-45degree_17_x1024_y1792.png,1-45degree,17,1-45degree_17,1024,1792,57.35,163.07,179.83,False,
1-45degree_17_x1024_y256.png,1-45degree,17,1-45degree_17,1024,256,44.57,72.74,48.97,False,
1-45degree_17_x1024_y512.png,1-45degree,17,1-45degree_17,1024,512,47.24,71.72,118.52,False,
1-45degree_17_x1024_y768.png,1-45degree,17,1-45degree_17,1024,768,42.4,133.01,141.95,False,
1-45degree_17_x1280_y0.png,1-45degree,17,1-45degree_17,1280,0,35.41,140.08,133.69,False,
1-45degree_17_x1280_y1024.png,1-45degree,17,1-45degree_17,1280,1024,54.98,148.63,205.05,True,
1-45degree_17_x1280_y1280.png,1-45degree,17,1-45degree_17,1280,1280,59.07,72.64,90.51,False,
1-45degree_17_x1280_y1536.png,1-45degree,17,1-45degree_17,1280,1536,57.53,138.17,192.38,False,
1-45degree_17_x1280_y1792.png,1-45degree,17,1-45degree_17,1280,1792,67.18,152.96,107.53,False,
1-45degree_17_x1280_y256.png,1-45degree,17,1-45degree_17,1280,256,37.65,137.66,138.48,False,
1-45degree_17_x1280_y512.png,1-45degree,17,1-45degree_17,1280,512,40.07,136.54,152.59,False,
1-45degree_17_x1280_y768.png,1-45degree,17,1-45degree_17,1280,768,43.05,146.3,146.03,False,
1-45degree_17_x1536_y0.png,1-45degree,17,1-45degree_17,1536,0,45.86,152.42,166.3,False,
1-45degree_17_x1536_y1024.png,1-45degree,17,1-45degree_17,1536,1024,60.91,132.72,137.64,False,
1-45degree_17_x1536_y1280.png,1-45degree,17,1-45degree_17,1536,1280,39.11,48.37,69.01,False,
1-45degree_17_x1536_y1536.png,1-45degree,17,1-45degree_17,1536,1536,49.57,119.38,132.13,False,
1-45degree_17_x1536_y1792.png,1-45degree,17,1-45degree_17,1536,1792,54.18,100.35,56.79,False,
1-45degree_17_x1536_y256.png,1-45degree,17,1-45degree_17,1536,256,52.04,176.6,164.66,False,
1-45degree_17_x1536_y512.png,1-45degree,17,1-45degree_17,1536,512,44.42,60.44,104.67,False,
1-45degree_17_x1536_y768.png,1-45degree,17,1-45degree_17,1536,768,46.01,136.82,140.86,False,
1-45degree_17_x1792_y0.png,1-45degree,17,1-45degree_17,1792,0,43.35,150.46,162.89,False,
1-45degree_17_x1792_y1024.png,1-45degree,17,1-45degree_17,1792,1024,53.02,77.25,47.93,False,
1-45degree_17_x1792_y1280.png,1-45degree,17,1-45degree_17,1792,1280,48.75,71.22,109.53,False,
1-45degree_17_x1792_y1536.png,1-45degree,17,1-45degree_17,1792,1536,50.78,134.34,140.96,False,
1-45degree_17_x1792_y1792.png,1-45degree,17,1-45degree_17,1792,1792,57.17,140.32,140.3,False,
1-45degree_17_x1792_y256.png,1-45degree,17,1-45degree_17,1792,256,60.64,139.33,95.54,False,
1-45degree_17_x1792_y512.png,1-45degree,17,1-45degree_17,1792,512,36.06,50.26,97.51,False,
1-45degree_17_x1792_y768.png,1-45degree,17,1-45degree_17,1792,768,43.25,128.61,128.15,False,
1-45degree_17_x2048_y0.png,1-45degree,17,1-45degree_17,2048,0,35.42,130.14,125.46,False,
1-45degree_17_x2048_y1024.png,1-45degree,17,1-45degree_17,2048,1024,51.75,140.91,141.96,False,
1-45degree_17_x2048_y1280.png,1-45degree,17,1-45degree_17,2048,1280,52.36,133.55,141.56,False,
1-45degree_17_x2048_y1536.png,1-45degree,17,1-45degree_17,2048,1536,57.57,145.69,169.7,False,
1-45degree_17_x2048_y1792.png,1-45degree,17,1-45degree_17,2048,1792,55.63,172.22,177.04,False,
